"score","coverage","variants","original_variants","format","original_build","action"
"PGS001718","1","305","305","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001719","1","921","924","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001720","1","1029","1030","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001721","1","688","691","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001722","1","812","814","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001723","1","710","711","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001724","1","791","793","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001725","0.99","1740","1749","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001726","1","682","683","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001727","1","706","709","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001728","1","703","706","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001729","1","793","794","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001730","1","200","200","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001731","1","431","432","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001732","1","1609","1611","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001733","1","1075","1080","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001734","1","1534","1536","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001735","1","945","945","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001736","1","862","864","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001737","1","917","919","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001738","1","824","825","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001739","1","1875","1884","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001740","1","852","855","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001741","1","1507","1510","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001742","1","753","755","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001743","1","1315","1320","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001744","1","315","315","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001745","0.99","170","171","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001746","1","296","296","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001747","1","765","767","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001748","1","208","209","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001749","1","1162","1164","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001750","1","809","813","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001751","1","700","702","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001752","1","571","572","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001753","1","974","975","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001754","1","1801","1809","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001755","1","609","610","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001756","1","96","96","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001757","0.99","867","872","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001758","0.99","1027","1033","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001759","1","1829","1836","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001760","1","257","258","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001761","1","47","47","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001762","1","720","721","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001763","0.99","340","342","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001764","1","958","961","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001765","1","1022","1023","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001766","1","1","1","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001767","1","377","378","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001768","1","297","297","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001769","1","1297","1298","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001770","1","726","726","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001771","1","1349","1352","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001772","0.99","156","158","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001773","1","25","25","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001774","1","12","12","PGS-Catalog v2 (RS_ID)","NR","RSID_TO_COORDINATES"
"PGS001775","1","39","39","PGS-Catalog v2 (RS_ID)","NR","RSID_TO_COORDINATES"
"PGS001776","1","45","45","PGS-Catalog v2 (RS_ID)","NR","RSID_TO_COORDINATES"
"PGS001777","1","3","3","PGS-Catalog v2 (RS_ID)","NR","RSID_TO_COORDINATES"
"PGS001778","1","15","15","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001779","1","21","21","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001780","1","1089642","1090048","PGS-Catalog v2 (COORDINATES)","hg38","LIFT_OVER"
"PGS001781","1","1091671","1091673","PGS-Catalog v2 (COORDINATES)","hg38","LIFT_OVER"
"PGS001782","1","884043","884043","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001783","1","884139","884139","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001784","1","911440","911440","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001785","1","911334","911334","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001786","1","899660","899660","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001787","1","909990","909990","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001788","1","910082","910082","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001789","1","910151","910151","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001790","1","910146","910146","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001791","1","910439","910439","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001792","1","911402","911402","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001793","1","910099","910099","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001794","1","911462","911462","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001795","1","911692","911692","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001796","1","910337","910337","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001797","1","885417","885417","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001798","1","884168","884168","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001799","1","885482","885482","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001800","1","1713430","1713430","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001801","1","1232916","1232916","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001802","1","2821","2821","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001803","1","4371","4371","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001804","1","2984","2984","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001805","1","2579","2579","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001806","1","231","231","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001807","1","291","291","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001808","1","117","117","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001809","1","111","111","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001810","1","67","67","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001811","1","2231","2231","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001812","1","801","801","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001813","1","1308","1308","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001814","1","322","322","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001815","1","280","280","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001816","1","11130","11130","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001817","1","825","825","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001818","1","30745","30745","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001819","1","249","249","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001820","1","187","187","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001821","1","22313","22313","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001822","1","216","216","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001823","1","654","654","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001824","1","22","22","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001825","1","13009","13009","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001826","1","45","45","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001827","1","33","33","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001828","1","38","38","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001829","1","7534","7534","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001830","1","13838","13838","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001831","1","491","491","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001832","1","8393","8393","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001833","1","3737","3737","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001834","1","157","157","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001835","1","38","38","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001836","1","7052","7052","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001837","1","11617","11617","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001838","1","52487","52487","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001839","1","25425","25425","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001840","1","330","330","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001841","1","3980","3980","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001842","1","2759","2759","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001843","1","242","242","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001844","1","431","431","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001845","1","15748","15748","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001846","1","5434","5434","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001847","1","594","594","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001848","1","1783","1783","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001849","1","22679","22679","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001850","1","7347","7347","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001851","1","13855","13855","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001852","1","191","191","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001853","1","19","19","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001854","1","7326","7326","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001855","1","1505","1505","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001856","1","1661","1661","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001857","1","23800","23800","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001858","1","764","764","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001859","1","789","789","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001860","1","497","497","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001861","1","2059","2059","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001862","1","151","151","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001863","1","794","794","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001864","1","5599","5599","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001865","1","1712","1712","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001866","1","399","399","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001867","1","9708","9708","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001868","1","30","30","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001869","1","131","131","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001870","1","87","87","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001871","1","264","264","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001872","1","79","79","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001873","1","461","461","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001874","1","563","563","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001875","1","256","256","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001876","1","85","85","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001877","1","17363","17363","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001878","1","142","142","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001879","1","210","210","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001880","1","2443","2443","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001881","1","4527","4527","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001882","1","11451","11451","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001883","1","365","365","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001884","1","2796","2796","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001885","1","95","95","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001886","1","60423","60423","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001887","1","89827","89827","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001888","1","74596","74596","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001889","1","16952","16952","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001890","1","44864","44864","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001891","1","19960","19960","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001892","1","35060","35060","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001893","1","48395","48395","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001894","1","484","484","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001895","1","16576","16576","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001896","1","31036","31036","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001897","1","15817","15817","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001898","1","5777","5777","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001899","1","2434","2434","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001900","1","66335","66335","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001901","1","1065","1065","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001902","1","640","640","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001903","1","4368","4368","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001904","1","826","826","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001905","1","2300","2300","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001906","1","641","641","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001907","1","1964","1964","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001908","1","32431","32431","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001909","1","81887","81887","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001910","1","9341","9341","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001911","1","41266","41266","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001912","1","15201","15201","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001913","1","339","339","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001914","1","18179","18179","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001915","1","38940","38940","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001916","1","9917","9917","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001917","1","107244","107244","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001918","1","79136","79136","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001919","1","26145","26145","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001920","1","2894","2894","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001921","1","7965","7965","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001922","1","85349","85349","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001923","1","50583","50583","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001924","1","311","311","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001925","1","67571","67571","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001926","1","69467","69467","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001927","1","73846","73846","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001928","1","5709","5709","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001929","1","156514","156514","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001930","1","39162","39162","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001931","1","41836","41836","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001932","1","37712","37712","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001933","1","25604","25604","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001934","1","50955","50955","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001935","1","9070","9070","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001936","1","10628","10628","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001937","1","16197","16197","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001938","1","64164","64164","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001939","1","50948","50948","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001940","1","51849","51849","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001941","1","33498","33498","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001942","1","33190","33190","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001943","1","110153","110153","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001944","1","37529","37529","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001945","1","76800","76800","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001946","1","71444","71444","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001947","1","84459","84459","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001948","1","1967","1967","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001949","1","9236","9236","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001950","1","128827","128827","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001951","1","107776","107776","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001952","1","14811","14811","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001953","1","46566","46566","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001954","1","85429","85429","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001955","1","73565","73565","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001956","1","69537","69537","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001957","1","65064","65064","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001958","1","103123","103123","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001959","1","78803","78803","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001960","1","87149","87149","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001961","1","119500","119500","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001962","1","80228","80228","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001963","1","7887","7887","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001964","1","76069","76069","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001965","1","76535","76535","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001966","1","11600","11600","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001967","1","948","948","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001968","1","46673","46673","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001969","1","71566","71566","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001970","1","56402","56402","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001971","1","65450","65450","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001972","1","46157","46157","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001973","1","60665","60665","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001974","1","21512","21512","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001975","1","62254","62254","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001976","1","75033","75033","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001977","1","51427","51427","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001978","1","40037","40037","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001979","1","71203","71203","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001980","1","56782","56782","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001981","1","6324","6324","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001982","1","35123","35123","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001983","1","96496","96496","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001984","1","127910","127910","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001985","1","223","223","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001986","1","66778","66778","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001987","1","23692","23692","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001988","1","3985","3985","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001989","1","44174","44174","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001990","1","47916","47916","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001991","1","41887","41887","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001992","1","61542","61542","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001993","1","17282","17282","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001994","1","30217","30217","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001995","1","27143","27143","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001996","1","54715","54715","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001997","1","65022","65022","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001998","1","47793","47793","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001999","1","50215","50215","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002000","1","53716","53716","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002001","1","69557","69557","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002002","1","2755","2755","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002003","1","24536","24536","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002004","1","3970","3970","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002005","1","118423","118423","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002006","1","33917","33917","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002007","1","37568","37568","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002008","1","50360","50360","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002009","1","68449","68449","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002010","1","75102","75102","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002011","1","43709","43709","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002012","1","50413","50413","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002013","1","648559","648559","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002014","1","534399","534399","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002015","1","488608","488608","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002016","1","450963","450963","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002017","1","510453","510453","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002018","1","311520","311520","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002019","1","667546","667546","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002020","1","503832","503832","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002021","1","547617","547617","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002022","1","375470","375470","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002023","1","279385","279385","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002024","1","632597","632597","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002025","1","106800","106800","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002026","1","830783","830783","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002027","1","389029","389029","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002028","1","170554","170554","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002029","1","764390","764390","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002030","1","163210","163210","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002031","1","6713","6713","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002032","1","19768","19768","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002033","1","846292","846292","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002034","1","32552","32552","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002035","1","39752","39752","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002036","1","807338","807338","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002037","1","847691","847691","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
